title,price,shipping,sold_date,seller,condition,item_url,image_url,graded,grader,grade,auction,best_offer,price_value,shipping_value,total_value,sold_date_value,listing_type,is_best_offer,is_graded,grader_norm,grade_value,card_number_guess,item_id,search_results_url,search_result_item_url,result_position_on_page,search_page_number,search_keywords,search_sort_order
2025 Stadium Club #15 Mark McGwire,$2.00,$0.00,"Sold Mar 16, 2026",bensouthsportscards,New,https://www.ebay.com/itm/257399852240?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&itmmeta=01KNA3NM13V3J51VH4VN993RJ9&hash=item3bee3a0cd0:g:4DgAAeSwy3xpsMdi&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCak4ru2cEWFWdqM0fvyaQFRZiCn4Br32k2m21pL7rrRljKdsaskoc5d4FtGxo7RTCprRBvPnaJg3ZuRPSCnbfcyvVNrvMZLwfjGJeWD8mKUXZw8moB1ogRNSxbqa182fNIeEkWEfqIp5xQvyPK%2B%2B%2F23QRK9Nn070b6zwtgYGXb%2BnMc5sxyt86owZ5Rlg8SQ9ASOOW4Q5EihQ3DWMMKXss9z4Q728yjXuRXUvzYPzJv75wA4eznU3mMIMEITEm6%2F14kBgmr89U8nldcHRvTeGYQmmzkHqgpFGM3a5wb4WxnzA%3D%3D%7Ctkp%3ABk9SR-rA1sOqZw,https://i.ebayimg.com/images/g/4DgAAeSwy3xpsMdi/s-l500.webp,N,,,N,N,2.0,0.0,2.0,2026-03-16,bin,False,False,,,15,257399852240,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/257399852240?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&itmmeta=01KNA3NM13V3J51VH4VN993RJ9&hash=item3bee3a0cd0:g:4DgAAeSwy3xpsMdi&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCak4ru2cEWFWdqM0fvyaQFRZiCn4Br32k2m21pL7rrRljKdsaskoc5d4FtGxo7RTCprRBvPnaJg3ZuRPSCnbfcyvVNrvMZLwfjGJeWD8mKUXZw8moB1ogRNSxbqa182fNIeEkWEfqIp5xQvyPK%2B%2B%2F23QRK9Nn070b6zwtgYGXb%2BnMc5sxyt86owZ5Rlg8SQ9ASOOW4Q5EihQ3DWMMKXss9z4Q728yjXuRXUvzYPzJv75wA4eznU3mMIMEITEm6%2F14kBgmr89U8nldcHRvTeGYQmmzkHqgpFGM3a5wb4WxnzA%3D%3D%7Ctkp%3ABk9SR-rA1sOqZw,41,1,1991 Stadium Club Baseball mark mcgwire #399,13
Mark McGwire 2023 Stadium Club Oversized Box Toppers,$0.99,$1.35,"Sold Mar 16, 2026",capricecollections,New,https://www.ebay.com/itm/267449215801?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=25063156164&itmmeta=01KNA3NM13YSBTHZ7D9CB4MCBP&hash=item3e45372b39:g:disAAeSwoAxo~rJd&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCaBR5ogxbHfdsaWgBweyfQyz5Q%2FFAJ8aH1bKTP6t6PQrxQETNgbOEhJKjBAzPH%2B0zTmOV%2F2KFb5TaUWxBQro5YuHaHe7g7R76YryFx27x50A4f0YLMIY5zmdVuUURGQPTmuUvX7UdKY83shqxnesf3ZqflRzzR5bukjlcOlWFZAkpppCnYkKYcnCD9tKKBZUeaZe8huExp6v6dftG5L0KZ1dj8PY1z%2FMzFqlsNP36P17znGYvoFCyCfrCKs8HX5i88771gEQNAO2ZqreL5cuEkNXhZNG1tYvXDgsM7Ms%2FsLg%3D%3D%7Ctkp%3ABk9SR-rA1sOqZw,https://i.ebayimg.com/images/g/disAAeSwoAxo~rJd/s-l500.webp,N,,,N,Y,0.99,1.35,2.34,2026-03-16,bin,True,False,,,,267449215801,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/267449215801?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=25063156164&itmmeta=01KNA3NM13YSBTHZ7D9CB4MCBP&hash=item3e45372b39:g:disAAeSwoAxo~rJd&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCaBR5ogxbHfdsaWgBweyfQyz5Q%2FFAJ8aH1bKTP6t6PQrxQETNgbOEhJKjBAzPH%2B0zTmOV%2F2KFb5TaUWxBQro5YuHaHe7g7R76YryFx27x50A4f0YLMIY5zmdVuUURGQPTmuUvX7UdKY83shqxnesf3ZqflRzzR5bukjlcOlWFZAkpppCnYkKYcnCD9tKKBZUeaZe8huExp6v6dftG5L0KZ1dj8PY1z%2FMzFqlsNP36P17znGYvoFCyCfrCKs8HX5i88771gEQNAO2ZqreL5cuEkNXhZNG1tYvXDgsM7Ms%2FsLg%3D%3D%7Ctkp%3ABk9SR-rA1sOqZw,42,1,1991 Stadium Club Baseball mark mcgwire #399,13
2025 Topps Stadium Club Baseball #1-200 Pick Your Card Complete Your Set,$0.99,$0.00,"Sold Apr 1, 2026",bbnick77-69,New,https://www.ebay.com/itm/227247578141?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&itmmeta=01KNA3NM13BG4JGNQNX76DZ863&hash=item34e902dc1d:g:5TEAAeSwXQJprb3Z&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xBif%2FbXKw5Nfgxa%2Bd3ohzXwKlLf7bT2LvTJSfXTlX2s%2B9fwM21D2UPMXLXuWVpZgNfohTwZ%2FQoLBJHY%2BXSDd3yKsLpupMdOs38aRgsOBQk2T%2FAo7kIReTlKHKL9HhSnnx%2BJjU0MbtV%2BbhebUIkORPNprE5HRexOqOB43tzPs8U94jCLTo2MzF3WfwunMoWJ1pVQkIh%2BlOOx7%2Bu1BGn9RTRx21NSrBJ6RLMr5yoVI%2BKLo28%2FXQklCuIQ%2FErCGYL2NAEZYTAdiGHdugTmw8tGNi8GkpD%2BPxMSTu8TMn7E4jt5%2BIQn4WDZ%2FUoM4JTULAZVrDnMcAg6167La%2F%2Bg86A%2FiMWc%7Ctkp%3ABk9SR-rA1sOqZw,https://i.ebayimg.com/images/g/5TEAAeSwXQJprb3Z/s-l500.webp,N,,,N,N,0.99,0.0,0.99,2026-04-01,bin,False,False,,1.0,200,227247578141,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/227247578141?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&itmmeta=01KNA3NM13BG4JGNQNX76DZ863&hash=item34e902dc1d:g:5TEAAeSwXQJprb3Z&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xBif%2FbXKw5Nfgxa%2Bd3ohzXwKlLf7bT2LvTJSfXTlX2s%2B9fwM21D2UPMXLXuWVpZgNfohTwZ%2FQoLBJHY%2BXSDd3yKsLpupMdOs38aRgsOBQk2T%2FAo7kIReTlKHKL9HhSnnx%2BJjU0MbtV%2BbhebUIkORPNprE5HRexOqOB43tzPs8U94jCLTo2MzF3WfwunMoWJ1pVQkIh%2BlOOx7%2Bu1BGn9RTRx21NSrBJ6RLMr5yoVI%2BKLo28%2FXQklCuIQ%2FErCGYL2NAEZYTAdiGHdugTmw8tGNi8GkpD%2BPxMSTu8TMn7E4jt5%2BIQn4WDZ%2FUoM4JTULAZVrDnMcAg6167La%2F%2Bg86A%2FiMWc%7Ctkp%3ABk9SR-rA1sOqZw,43,1,1991 Stadium Club Baseball mark mcgwire #399,13
2025 Stadium Club Mark McGwire Light Blue Foil #15 St. Louis Cardinals,$2.99,$0.00,"Sold Apr 1, 2026",wrestlingwithcardboard,New,https://www.ebay.com/itm/198146950830?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&itmmeta=01KNA3NM131YCEPP756ST930RN&hash=item2e227a86ae:g:12cAAeSw2ZtppIHq&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBOanB4Oiq3KBw9SNl%2B4KvNGcIEZjtXTMC0mB87YBp1KNHpaGW8EUsHgat7IQ9wL%2BGnqxSZMhZqPZKLrcXFshK9hHGHbLfvjRVCF%2B8T%2B%2FKA7uSp23wZW%2BV10%2BLrAi7aWzqvPfKtsU%2F6EjyxNG9JsPjRJeXVZKWcH3QvYSknfKz2GwDvfju4d5%2Ff%2FOVb22XYt8OGkauEnPQYkW5cJ5H82TDWZOgFVpwwen58Fo6NxR9GLlBUzBRW2VWN6IziVU%2F2jdXujes1t0A1hlE%2BVb7bpX0N%2BbA%2B7B6fiwzl82Fy%2BRlJ%2BQ%3D%3D%7Ctkp%3ABk9SR-rA1sOqZw,https://i.ebayimg.com/images/g/12cAAeSw2ZtppIHq/s-l500.webp,N,,,N,N,2.99,0.0,2.99,2026-04-01,bin,False,False,,,15,198146950830,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/198146950830?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&itmmeta=01KNA3NM131YCEPP756ST930RN&hash=item2e227a86ae:g:12cAAeSw2ZtppIHq&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBOanB4Oiq3KBw9SNl%2B4KvNGcIEZjtXTMC0mB87YBp1KNHpaGW8EUsHgat7IQ9wL%2BGnqxSZMhZqPZKLrcXFshK9hHGHbLfvjRVCF%2B8T%2B%2FKA7uSp23wZW%2BV10%2BLrAi7aWzqvPfKtsU%2F6EjyxNG9JsPjRJeXVZKWcH3QvYSknfKz2GwDvfju4d5%2Ff%2FOVb22XYt8OGkauEnPQYkW5cJ5H82TDWZOgFVpwwen58Fo6NxR9GLlBUzBRW2VWN6IziVU%2F2jdXujes1t0A1hlE%2BVb7bpX0N%2BbA%2B7B6fiwzl82Fy%2BRlJ%2BQ%3D%3D%7Ctkp%3ABk9SR-rA1sOqZw,44,1,1991 Stadium Club Baseball mark mcgwire #399,13
2025 Topps Stadium Club Baseball Singles You Pick Complete Your Set,$0.99,$0.00,"Sold Apr 2, 2026",naypriz_collectibles,New,https://www.ebay.com/itm/406709500857?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&itmmeta=01KNA3NM13E116FNHDKY24AC91&hash=item5eb1c67bb9:g:7PkAAeSwG-xpsfbG&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBkYhWg4WdSIGsIVwEMvkvS%2BGTY2gFV7l6tsLQ51A3tYTyxuwVZSDCZHUqVC9kYUivzrsrwzTEOTg8yGLfniCIKaFWiistz0QicNs2r%2FdIaQDjWNHQzrwU2nUCXCo1tC6sbfXgVbIb3Fa%2BnxTn7q8eB3GiTweYbtGuYIJeHuIh9TslFAy30aZnivnMuep04B3WANy%2BKRnjM7whYpN0MtE7i3HuMz%2F0H8%2BARHseW8%2FB0rtUPV2lf0oyWrOLZw%2FQjH2dzMsnWsHTZeFdNyWFR%2BIloUGvafFMcks4uBexPVhFQUA%3D%3D%7Ctkp%3ABk9SR-rA1sOqZw,https://i.ebayimg.com/images/g/7PkAAeSwG-xpsfbG/s-l500.webp,N,,,N,N,0.99,0.0,0.99,2026-04-02,bin,False,False,,,,406709500857,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/406709500857?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&itmmeta=01KNA3NM13E116FNHDKY24AC91&hash=item5eb1c67bb9:g:7PkAAeSwG-xpsfbG&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBkYhWg4WdSIGsIVwEMvkvS%2BGTY2gFV7l6tsLQ51A3tYTyxuwVZSDCZHUqVC9kYUivzrsrwzTEOTg8yGLfniCIKaFWiistz0QicNs2r%2FdIaQDjWNHQzrwU2nUCXCo1tC6sbfXgVbIb3Fa%2BnxTn7q8eB3GiTweYbtGuYIJeHuIh9TslFAy30aZnivnMuep04B3WANy%2BKRnjM7whYpN0MtE7i3HuMz%2F0H8%2BARHseW8%2FB0rtUPV2lf0oyWrOLZw%2FQjH2dzMsnWsHTZeFdNyWFR%2BIloUGvafFMcks4uBexPVhFQUA%3D%3D%7Ctkp%3ABk9SR-rA1sOqZw,45,1,1991 Stadium Club Baseball mark mcgwire #399,13
1993 Stadium Club #595 Mark McGwire Members Only,$0.99,$0.00,"Sold Feb 21, 2026",tford107175ktg,New,https://www.ebay.com/itm/376787165044?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=15055880751&itmmeta=01KNA3NM131PH6VWT0EXHA0WP8&hash=item57ba43df74:g:Fd8AAeSwaxtpREOw&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDhFEwjepJwmMklKB%2FKhPzY6dS%2FIY8yn6%2FWhUCKk5xyNI4RVAFpdqj12823hdZ5mCJPOohFvt6r1RkmUObt0xAkl4Sm5OcJT45D6nYW7N6yRhUyDcGpzJATQOjGQ%2BzG3cvbjdFMCfjL7QCszMqmF%2FHM3Jzf2Yec4FXc%2BryAyPWIU8PmZdlgMh89Z5JMvT4a4uKUZxOM1wyEon0aGlR398%2FYgFn21skedc3JEsXFxxRSwifp8CKTFCNlMiQk7hhr5ZB3e6bihnE5FByMU35rbxyb9CKDUC89X7cejMUW%2F8os%2BA%3D%3D%7Ctkp%3ABk9SR-rA1sOqZw,https://i.ebayimg.com/images/g/Fd8AAeSwaxtpREOw/s-l500.webp,N,,,N,Y,0.99,0.0,0.99,2026-02-21,bin,True,False,,,595,376787165044,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/376787165044?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=15055880751&itmmeta=01KNA3NM131PH6VWT0EXHA0WP8&hash=item57ba43df74:g:Fd8AAeSwaxtpREOw&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDhFEwjepJwmMklKB%2FKhPzY6dS%2FIY8yn6%2FWhUCKk5xyNI4RVAFpdqj12823hdZ5mCJPOohFvt6r1RkmUObt0xAkl4Sm5OcJT45D6nYW7N6yRhUyDcGpzJATQOjGQ%2BzG3cvbjdFMCfjL7QCszMqmF%2FHM3Jzf2Yec4FXc%2BryAyPWIU8PmZdlgMh89Z5JMvT4a4uKUZxOM1wyEon0aGlR398%2FYgFn21skedc3JEsXFxxRSwifp8CKTFCNlMiQk7hhr5ZB3e6bihnE5FByMU35rbxyb9CKDUC89X7cejMUW%2F8os%2BA%3D%3D%7Ctkp%3ABk9SR-rA1sOqZw,46,1,1991 Stadium Club Baseball mark mcgwire #399,13
Mark McGwire 2025 Stadium Club - Blue Foil - #15 Cardinals,$10.00,$1.99,"Sold Mar 5, 2026",mark_n_heidi_collector_cards,New,https://www.ebay.com/itm/127699934525?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&itmmeta=01KNA3NM130W1905K0GPGAJSMY&hash=item1dbb825d3d:g:xU8AAeSwKBBpm8tJ&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBZOTaS4Pejjuhbzk5wylaha%2BEKB29y4G2Hhpjp0zwJpK%2BiGufjHr9Y8hnQt7nbiQy8dzwmfc9GInbsvu97WkWA91bUaWFIuiulgwJisqbbg5bnSR9yimOv%2Fob4QrpRdWV0Lb%2BGAoIKhRbk2kSPK1NM3fAO%2FdfIUnH937i1rCp91%2BC7jRX3lXliUZY4%2F9qZtC0AtoqmW%2FRAo%2BDMChhXAN3DDBrRP2XF9B7QFLd7wPbt4PL20LKTwqBLoSLFi4LadihXD4QPE038cZQFmp5H1vIb6VaP2MNNS5Phrok%2B80pumw%3D%3D%7Ctkp%3ABk9SR-rA1sOqZw,https://i.ebayimg.com/images/g/xU8AAeSwKBBpm8tJ/s-l500.webp,N,,,N,N,10.0,1.99,11.99,2026-03-05,bin,False,False,,,15,127699934525,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/127699934525?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&itmmeta=01KNA3NM130W1905K0GPGAJSMY&hash=item1dbb825d3d:g:xU8AAeSwKBBpm8tJ&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBZOTaS4Pejjuhbzk5wylaha%2BEKB29y4G2Hhpjp0zwJpK%2BiGufjHr9Y8hnQt7nbiQy8dzwmfc9GInbsvu97WkWA91bUaWFIuiulgwJisqbbg5bnSR9yimOv%2Fob4QrpRdWV0Lb%2BGAoIKhRbk2kSPK1NM3fAO%2FdfIUnH937i1rCp91%2BC7jRX3lXliUZY4%2F9qZtC0AtoqmW%2FRAo%2BDMChhXAN3DDBrRP2XF9B7QFLd7wPbt4PL20LKTwqBLoSLFi4LadihXD4QPE038cZQFmp5H1vIb6VaP2MNNS5Phrok%2B80pumw%3D%3D%7Ctkp%3ABk9SR-rA1sOqZw,47,1,1991 Stadium Club Baseball mark mcgwire #399,13
2022 Topps Stadium Club MARK MCGWIRE Red Foil ATHLETICS #272,$1.00,$0.74,"Sold Mar 15, 2026",liftbridgecards,New,https://www.ebay.com/itm/146873368513?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=5058265614&itmmeta=01KNA3NM13DCXRRGM376GR9SB4&hash=item223255bfc1:g:Gw4AAeSwb25o4Ve7&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xD8lKaafo7sz4twM4RgE9yutybryovMnt5Pfehz3MG24ugHj8rt22Nl4vOYrJXH%2BVVuZ2fgcXfbhS1LoB9lKZXgIOTmtnjWoFxunY%2F2OGMUmF8eTQDJW6YyMqQugK5g%2FyY3eLWB8q9R3ATX542iJ9r4mSOfgbtAqsxmZx612nCE0JaSfrBl9M%2FqruVRczKJmmDH1uQPrztS%2BL3V%2BaK0uHiVfpcUcLXsNqZWDyLEw8klX92KzO2MEup2gUbgyiEtVaReezq%2BN6YXwnD0YxghLE099KfFpxRQCJ4HYVs2UuThVg%3D%3D%7Ctkp%3ABk9SR-rA1sOqZw,https://i.ebayimg.com/images/g/Gw4AAeSwb25o4Ve7/s-l500.webp,N,,,N,Y,1.0,0.74,1.74,2026-03-15,bin,True,False,,,272,146873368513,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/146873368513?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=5058265614&itmmeta=01KNA3NM13DCXRRGM376GR9SB4&hash=item223255bfc1:g:Gw4AAeSwb25o4Ve7&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xD8lKaafo7sz4twM4RgE9yutybryovMnt5Pfehz3MG24ugHj8rt22Nl4vOYrJXH%2BVVuZ2fgcXfbhS1LoB9lKZXgIOTmtnjWoFxunY%2F2OGMUmF8eTQDJW6YyMqQugK5g%2FyY3eLWB8q9R3ATX542iJ9r4mSOfgbtAqsxmZx612nCE0JaSfrBl9M%2FqruVRczKJmmDH1uQPrztS%2BL3V%2BaK0uHiVfpcUcLXsNqZWDyLEw8klX92KzO2MEup2gUbgyiEtVaReezq%2BN6YXwnD0YxghLE099KfFpxRQCJ4HYVs2UuThVg%3D%3D%7Ctkp%3ABk9SR-rA1sOqZw,48,1,1991 Stadium Club Baseball mark mcgwire #399,13
1993 Stadium Club #595 Mark McGwire MC Oakland Athletics,$0.99,$1.00,"Sold Mar 1, 2026",mavmil,New,https://www.ebay.com/itm/146813548864?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&itmmeta=01KNA3NM14A93XZEBY2FHSHAYY&hash=item222ec4f940:g:-oUAAeSwSCloukwS&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCIz2XYqeOpkPdXtaqzyOilLK23xCHpqMQ7oV0bEDllV%2B435lEStvLF%2Bfrwu8j6z8ONbrsWPr%2FICgU5zvCNLOgY%2F2dcKRvOmXWLkwZtoGClCoxSrX%2FVOF7H5h4%2FGzLt%2BUZv8ymQg3v7GiPy4r72me%2Fau16O3W64h1PNRaIfQGI%2FnOucwPTfRcSz6JsDrENhm5gH9wkEgkev4U5lKPtFypRFAKx26Dkt2IW%2BEEkquSoFWm6E3etw%2FUgjWU4%2FfR2zlcb4Ndu%2B80As6pa%2BpwQYvClbsF9gh4nbYxWG6HiUqfmHEoIlUFEAAnbBDEK1xSK150%2Bh%2B9zirVf22ClvAyMMiwFD%7Ctkp%3ABk9SR-rA1sOqZw,https://i.ebayimg.com/images/g/-oUAAeSwSCloukwS/s-l500.webp,N,,,N,N,0.99,1.0,1.99,2026-03-01,bin,False,False,,,595,146813548864,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/146813548864?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&itmmeta=01KNA3NM14A93XZEBY2FHSHAYY&hash=item222ec4f940:g:-oUAAeSwSCloukwS&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCIz2XYqeOpkPdXtaqzyOilLK23xCHpqMQ7oV0bEDllV%2B435lEStvLF%2Bfrwu8j6z8ONbrsWPr%2FICgU5zvCNLOgY%2F2dcKRvOmXWLkwZtoGClCoxSrX%2FVOF7H5h4%2FGzLt%2BUZv8ymQg3v7GiPy4r72me%2Fau16O3W64h1PNRaIfQGI%2FnOucwPTfRcSz6JsDrENhm5gH9wkEgkev4U5lKPtFypRFAKx26Dkt2IW%2BEEkquSoFWm6E3etw%2FUgjWU4%2FfR2zlcb4Ndu%2B80As6pa%2BpwQYvClbsF9gh4nbYxWG6HiUqfmHEoIlUFEAAnbBDEK1xSK150%2Bh%2B9zirVf22ClvAyMMiwFD%7Ctkp%3ABk9SR-rA1sOqZw,49,1,1991 Stadium Club Baseball mark mcgwire #399,13
1994 Topps Stadium Club #358 Mark McGwire Oakland Athletics D2,$0.99,$0.00,"Sold Jan 7, 2026",tford107175ktg,New,https://www.ebay.com/itm/406494464782?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=25055930221&itmmeta=01KNA3NM14B9AWZ4GJXAX42ZTP&hash=item5ea4f54b0e:g:ZwwAAeSwAyxpREUn&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCjnM%2BaNGxNDyK6gpOQ8OmQCSh6iMD1DbgI2FzuCOR7zt%2BzdJPfBLG6mMP%2Bx4L6Lw%2B569joJ04g3EossRBGUBOgR17a4tZltsH5%2BgJHMDtssN51JWCCY%2BmrAVXeIkXw0aMlPFnp9r5oJ%2FF%2BoRO4GPhRG1BtPxyimZSgMJ0YZ9xzbc3JWsXu7n%2BzWsPWBMy9yD4zctyr4SfsczUnK%2BduyXQhk1Hut2C68rU%2Bv1kV3dmTwuspP7CjDNLfUpTdQtOiVzeJu71Uvu5pmLNTLEszKIJ1bl%2BmVvpjIBOsdAtvYf6A%2BiUd3iQtHOdsLVRsssxOdOQo%2BUc8%2BtQagUbiJ6YD1BMF%7Ctkp%3ABk9SR-rA1sOqZw,https://i.ebayimg.com/images/g/ZwwAAeSwAyxpREUn/s-l500.webp,N,,,N,Y,0.99,0.0,0.99,2026-01-07,bin,True,False,,,358,406494464782,https://www.ebay.com/sch/i.html?_nkw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&LH_Sold=1&LH_Complete=1&_sop=13,https://www.ebay.com/itm/406494464782?_skw=1991+Stadium+Club+Baseball+mark+mcgwire+%23399&epid=25055930221&itmmeta=01KNA3NM14B9AWZ4GJXAX42ZTP&hash=item5ea4f54b0e:g:ZwwAAeSwAyxpREUn&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCjnM%2BaNGxNDyK6gpOQ8OmQCSh6iMD1DbgI2FzuCOR7zt%2BzdJPfBLG6mMP%2Bx4L6Lw%2B569joJ04g3EossRBGUBOgR17a4tZltsH5%2BgJHMDtssN51JWCCY%2BmrAVXeIkXw0aMlPFnp9r5oJ%2FF%2BoRO4GPhRG1BtPxyimZSgMJ0YZ9xzbc3JWsXu7n%2BzWsPWBMy9yD4zctyr4SfsczUnK%2BduyXQhk1Hut2C68rU%2Bv1kV3dmTwuspP7CjDNLfUpTdQtOiVzeJu71Uvu5pmLNTLEszKIJ1bl%2BmVvpjIBOsdAtvYf6A%2BiUd3iQtHOdsLVRsssxOdOQo%2BUc8%2BtQagUbiJ6YD1BMF%7Ctkp%3ABk9SR-rA1sOqZw,50,1,1991 Stadium Club Baseball mark mcgwire #399,13
